,RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
15601931,21198,Queens,2015,10,29,3,15,4,62193,POINT (1055204.6845146813 160120.54963350898),EMPIRE AVENUE,Sage Street,Balsam Court,EB
13207259,20218,Bronx,2015,4,20,1,15,8,116494,POINT (1016791.6351335181 261082.23572566232),WEST GUN HILL ROAD,Dead end,Knox Place,EB
20522683,26140,Brooklyn,2017,6,16,10,15,88,26554,POINT (990864.744688826 167209.6712006502),MC DONALD AVENUE,20 Avenue,Avenue J,NB
13284432,20451,Queens,2015,5,18,6,30,32,193887,POINT (1000339.0741818828 208482.65916709095),BORDEN AVENUE,Borden Avenue Bridge,Review Avenue,EB
23212585,29051,Queens,2018,10,4,4,30,17,67174,POINT (1000139.0896824674 216796.2918891169),VERNON BOULEVARD,36 Avenue,37 Avenue,NB
11392450,17391,Brooklyn,2014,10,5,19,0,16,149971,POINT (996948.8 183479.7),EASTERN PKWY,BEDFORD AV,ROGERS AV,WB
4345250,10418,Brooklyn,2012,10,19,3,30,1,109827,POINT (989958.3 189357.5),SCHERMERHORN ST,LAFAYETTE AV/3 AV,FLATBUSH AV,EB
14449705,20911,Bronx,2015,6,26,6,0,31,78706,POINT (1013163.0562312215 249556.06107863534),WASHINGTON AVENUE,East 181 Street,East 180 Street,SB
25864984,31027,Bronx,2019,11,8,13,0,42,93887,POINT (1037171.1936771263 236656.61087203043),PENNYFIELD AVENUE,Mullen Place,Harding Avenue,SB
6563549,14292,Queens,2013,4,23,0,0,7,130632,POINT (1017461 216873.5),30 AV,89 ST,88 ST,EB
1687662,3213,Brooklyn,2009,3,12,17,30,52,25979,POINT (996340.3 156659.7),W/B AVE V @ E 4 ST,E 14 ST,E 15 ST,WB
16000319,21145,Queens,2016,1,15,19,45,213,98354,POINT (1048221.8681525097 216363.98458349967),NORTHERN BOULEVARD,Bell Boulevard,214 Place,WB
16087655,22880,Bronx,2016,3,6,18,30,76,89462,POINT (1026921.5029404493 263447.80866953114),EAST 233 STREET,Ely Avenue,Laconia Avenue,WB
19931175,25883,Brooklyn,2017,5,18,9,45,34,45945,POINT (1010803.545324853 163289.87747316243),EAST 69 STREET,Avenue X,Avenue W,SB
14536037,18078,Bronx,2014,9,14,14,0,929,9008891,POINT (1032694.3559050388 254399.99612312028),HUTCHINSON RIVER PARKWAY,Dead End,Dead end,NB
16716945,23376,Brooklyn,2016,6,2,4,30,18,44527,POINT (1003305.4285498414 192164.84128743786),MALCOLM X BOULEVARD,Dekalb Avenue,Pulaski Street,NB
16626872,23628,Brooklyn,2016,5,31,15,45,62,219793,POINT (1018229.6276650707 179157.61103651713),COZINE AVENUE,Dead end,Ashford Street,WB
225160,1341,Queens,2011,11,1,22,0,6,60270,POINT (1041228.6 199521.9),GOTHIC DR,169 ST,HOMELAWN ST,EB
25811337,31483,Queens,2019,11,20,17,15,10,66483,POINT (1005343.3300293377 206014.938616778),54 AVENUE,43 Street,44 Street,WB
26709723,32318,Manhattan,2019,10,22,19,45,170,32945,POINT (987037.145866153 206995.33960903098),4 AVENUE,14 Street/canarsie Line,Lexington Avenue Line,NB
21820778,26599,Manhattan,2017,10,12,8,15,330,9001909,POINT (988021.3334236081 220573.09709078094),AMSTERDAM AVENUE,Dead End,West 62 Street,NB
18162428,24893,Manhattan,2016,10,22,12,15,123,36517,POINT (995598.309161627 216021.8595123823),YORK AVENUE,Astoria Line,East 61 Street,NB
16582858,23320,Staten Island,2016,4,19,17,45,1,11063,POINT (957787.7617687475 147124.07194484142),OLYMPIA BOULEVARD,Dead end,Greeley Avenue,EB
4512305,10525,Brooklyn,2012,10,20,5,15,25,43670,POINT (1006374 188517),HOWARD AV,MAC DONOUGH ST,MACON ST,NB
17359491,23532,Staten Island,2016,6,10,3,30,5,10853,POINT (954339.080676604 146721.3182523929),NEW DORP LANE,Miller Field Boundary,Mill Road,WB
24489759,28844,Staten Island,2019,1,28,3,30,3,3017,POINT (932925.9933816906 139223.63534246612),ARDEN AVENUE,Stafford Avenue,Sinclair Avenue,EB
10561523,17391,Brooklyn,2014,6,18,5,15,97,158109,POINT (1009749.9 185473.7),EASTERN PKWY,PACIFIC ST,ATLANTIC AV,NB
24688961,29986,Manhattan,2019,3,6,15,30,10,35928,POINT (991762.5225589696 212118.1029866847),2 AVENUE,East 40 Street,East 41 Street,SB
3159982,9598,Brooklyn,2011,2,17,0,15,29,44285,POINT (1001856.3 193159.7),MYRTLE AVE BET LEWIS AVE & BROADWAY,LEWIS AV,BROADWAY/JEFFERSON ST,EB
2126668,7460,Brooklyn,2008,3,23,15,15,0,145550,POINT (1023992.5 183468.3),E/B LINDEN BLVD SVCE RD @ 78 ST,SAPPHIRE ST,79 ST/S CONDUIT EN EB,EB
5634463,12079,Bronx,2010,9,27,2,0,6,73071,POINT (1010129 250718.7),JEROME AVE BET BURNSIDE & 181ST ST SR,E BURNSIDE AV/W BURNSIDE AV,E 181 ST/W 181 ST,NB
18285876,24392,Queens,2016,5,17,9,30,180,268582,POINT (1015235.3966283624 219123.60769971934),DITMARS BOULEVARD,Dead End,82 Street,SB
12740490,18083,Bronx,2014,9,27,22,0,37,70155,POINT (1007479.8263320919 233021.17678937313),EAST 138 STREET,Pelham Line,Cypress Avenue,WB
7730553,15796,Brooklyn,2013,10,2,17,45,80,29051,POINT (991906.7 186038),CARLTON AV,FLATBUSH AV,PARK PL,NB
19472685,25941,Brooklyn,2016,9,24,5,45,24,22788,POINT (988259.2104713542 186353.15731733985),3 AVENUE,President Street,Union Street,NB
8607033,15812,Staten Island,2013,11,15,16,30,3,6694,POINT (943267 142265.6),GIBSON AV,EXETER ST,GREAVES AV,EB
3708158,8670,Queens,2012,6,13,17,0,584,66487,POINT (1005348.2 206305),BQE EB EXIT 35 E-W,54 AV,BQE EB EXIT 35 W/BQE EB EXIT 35 E,EB
16476077,22858,Brooklyn,2016,4,14,18,15,103,257595,POINT (1000361.9012683649 199538.8456897602),BUSHWICK AVENUE,14 Street/canarsie Line,14 Street/canarsie Line,NB
2016875,7265,Brooklyn,2010,4,11,6,30,0,152522,POINT (1003747 199524.1),E/B METROPOLITAN AVE BR @ VARICK AVE,VARICK AV,STEWART AV,EB
14492689,21616,Staten Island,2015,9,14,19,30,41,4456,POINT (938483.740256923 141693.93897817994),LEVERETT AVENUE,Cortelyou Avenue,Ridgewood Avenue,WB
24462801,28844,Staten Island,2019,1,23,6,15,22,11273,POINT (950731.118004894 159148.49337206467),MANOR ROAD,Lincoln Street,Croak Avenue,WB
1354181,2835,Manhattan,2010,10,16,16,45,217,34257,POINT (989420 219391.8),N/B CENTRAL PARK WEST @ W 61 ST,COLUMBUS CIR,W 61 ST,NB
15296245,21374,Manhattan,2015,10,8,2,0,176,33115,POINT (988219.5118081827 205722.63052257872),2 AVENUE,East 12 Street,East 13 Street,SB
15965492,21219,Queens,2015,10,5,2,30,19,254737,POINT (1000568.5943653749 211661.0890981622),JACKSON AVENUE,43 Avenue,Ed Koch Br Upper Roadway Appr,SB
9420704,16776,Brooklyn,2014,3,28,23,45,118,19666,POINT (982910.8 168065.8),65 ST,11 AV,12 AV,EB
23180497,29279,Bronx,2017,11,2,9,45,190,175759,POINT (1017971.9033189904 234301.79890095413),FOOD CENTER DRIVE,Dead end,Halleck Street,WB
7923032,15917,Queens,2013,11,10,8,30,17,147244,POINT (1022122.3 146823.8),ROCKAWAY BEACH BLVD,BEACH 148 ST,BEACH 149 ST,WB
18594138,23864,Manhattan,2016,11,2,14,30,305,33844,POINT (986091.4972536712 217089.42316333146),10 AVENUE,West 46 Street,West 47 Street,NB
25006463,30153,Queens,2019,5,13,10,30,272,9014020,POINT (1013132.9784645292 188299.85445417117),JACKIE ROBINSON PARKWAY,Dead End,Dead end,SB
16964447,22564,Queens,2016,5,7,12,30,243,172079,POINT (1060017.40849234 191034.536615923),LINDEN BOULEVARD,Cross Island Parkway,Dead end,EB
12306209,17987,Brooklyn,2014,10,26,7,15,4,119848,POINT (992676.1378949842 180438.1716373032),CENTER DRIVE,Dead End,Nethermead Arches,EB
2482955,7853,Queens,2011,6,25,0,0,5,184077,POINT (1063138.5 216034.4),GRAND CENTRAL PKWY S SER. RD,ENT RMP TO EB GCP,LAKEVILLE RD,EB
2671981,8647,Bronx,2012,5,14,13,0,37,113686,POINT (1012377 260694.6),FT INDEPENDENCE ST,W 238 ST/ORLOFF AV,BAILEY PL,SB
2735578,8303,Queens,2012,4,22,8,45,58,61772,POINT (1052782.7 159577.4),MOTT AV,BEACH 21 ST/CENTRAL AV,CENTRAL AV/BEACH 20 ST,EB
8700380,15799,Manhattan,2013,12,10,19,0,106,36394,POINT (995097.6 215854.8),E 59 ST,1 AV,SUTTON PL/YORK AV,WB
13125451,20097,Bronx,2015,4,15,8,15,14,158431,POINT (1012456.5191648095 252852.03795873336),CONNECTOR,Grand Concourse,Concourse Line,NB
17949110,24634,Brooklyn,2016,10,24,18,0,40,163392,POINT (999918.015496932 151995.53847726702),BEDFORD AVENUE,Shore Parkway,Emmons Avenue,SB
25618339,31241,Staten Island,2019,9,27,17,45,267,159808,POINT (934809.8187338817 166982.50661650137),MEEKER AVENUE,Gulf Avenue,Staten Island Expressway,NB
26798886,32395,Queens,2020,8,31,6,0,88,157039,POINT (1065220.0928528765 204583.37743794767),JERICHO TURNPIKE,256 Street,257 Street,WB
746417,2130,Queens,2009,6,25,11,0,82,92480,POINT (1034100.8 224112.8),W/B 20 AVE @ 146 ST,146 ST,147 ST,WB
4849940,10195,Manhattan,2012,9,14,5,0,202,69519,POINT (1003853.8 232080),WILLIS AV BR,HRD NB EXIT 18,BOROUGH BOUNDARY,NB
26032316,31054,Queens,2019,10,8,14,0,45,130569,POINT (1017032.3078638426 215499.45169077654),32 AVENUE,86 Street,Alley,EB
18613724,23837,Brooklyn,2016,11,13,15,0,777,152362,POINT (1012076.3970438802 158645.86026782435),BELT PARKWAY,Dead End,Mill Basin Bridge,NB
6356218,12038,Manhattan,2013,2,5,14,30,346,36162,POINT (992232.5 217588),MADISON AV,E 59 ST,E 60 ST,NB
14870763,21969,Brooklyn,2015,11,6,9,0,52,29521,POINT (996216.1038835357 184222.22243964372),ST JOHNS PLACE,Franklin Avenue,St Francis Place,EB
4428944,10439,Brooklyn,2012,10,1,6,0,23,25940,POINT (996803.3 153472.7),AV Z,E 14 ST,E 15 ST,WB
6867473,14422,Queens,2013,6,6,16,45,41,130939,POINT (1023430.6 200113),ALDERTON ST,68 AV,YELLOWSTONE BLVD/68 RD,SB
8394037,15789,Brooklyn,2013,10,28,10,15,72,19391,POINT (980264.8 161587.9),14 AV,BATH AV,BENSON AV,SB
19502021,25941,Brooklyn,2016,9,22,1,15,42,161926,POINT (983747.2369737026 185657.24310183682),HAMILTON AVENUE,Huntington Street,West 9 Street,SB
4955033,11181,Brooklyn,2012,11,3,20,0,25,44967,POINT (1006386.4 190098.7),BROADWAY,WOODBINE ST,MADISON ST,NB
4356707,10484,Brooklyn,2012,10,18,10,45,167,28275,POINT (994697.8 178889.3),OCEAN AVENUE,EAST LAKE DRIVE,PARKSIDE AVENUE,NB
7464313,15389,Manhattan,2013,7,30,0,30,9,158627,POINT (999220.5 229230.3),PARK AV,E 111 ST,E 110 ST,SB
20740335,26799,Queens,2017,6,13,14,45,1097,142785,POINT (1029697.6282669293 219793.99650614604),WHITESTONE EXPRESSWAY,Dead End,Whitestone Expwy Sb En Ulmer St,SB
25784033,31329,Brooklyn,2019,10,26,7,15,16,273278,POINT (1020833.74145301 178980.108953178),VANDALIA AVENUE,Dead End,Dead end,EB
6887872,14685,Queens,2013,6,20,1,15,16,131564,POINT (1035662.1 202416.5),150 ST,77 RD,77 AV,SB
10861211,17423,Queens,2014,6,29,0,0,0,57279,POINT (1038681.8 197552.8),PARSONS BOULEVARD,87 AVENUE,87 ROAD,NB
7691825,15678,Brooklyn,2013,9,21,17,0,230,47518,POINT (1014109.5 180072.5),PENNSYLVANIA AV,HEGEMAN AV,NEW LOTS AV,NB
10042357,17395,Manhattan,2014,6,23,5,45,128,32457,POINT (984406.7 208476.9),7 AV,W 14 ST,W 15 ST,SB
26475029,32143,Queens,2018,4,20,21,15,245,132956,POINT (1020226.8406363968 206597.3437629235),QUEENS BOULEVARD,Dead end,59 Avenue,WB
3510561,9912,Brooklyn,2011,4,8,15,15,62,29335,POINT (993977.6 187009.6),UNDERHILL AVE APPROACH TO DEAN ST,DEAN ST,PACIFIC ST,SB
8825210,15800,Queens,2013,12,22,8,30,3,182526,POINT (1062057.7 211275.6),ELKMONT AV,252 ST,LITTLE NECK PKWY,WB
2176552,7497,Manhattan,2009,11,8,21,0,259,145471,POINT (1004017.7 247923),W/B WASHINGTON BR. OVER HARLEM RIVER DR,HARLEM RIVER DRIVEWAY,HARLEM RIVER DRIVEWAY,WB
26103584,31033,Brooklyn,2019,9,21,23,0,84,22409,POINT (985532.2123336333 188272.774602937),COURT STREET,De Graw Street,Sackett Street,SB
15296879,21374,Manhattan,2015,10,5,16,30,258,33119,POINT (988767.86543799 205156.20463082244),1 AVENUE,East 11 Street,East 12 Street,NB
17145263,23544,Queens,2016,6,11,1,0,36,183016,POINT (1008281.7964846635 209745.38828351971),QUEENS BOULEVARD,51 Street,52 Street,EB
25492874,31031,Queens,2019,8,21,9,30,129,66978,POINT (1009736.62814859 204058.683139756),MAURICE AVENUE,55 Road,Borden Avenue,NB
27097827,32274,Brooklyn,2019,10,28,16,0,218,162929,POINT (988664.6767903104 193944.8413521037),BQE EASTBOUND ENTRANCE SANDS ST,Brooklyn Queens Ep Et 29 A Eb,Brooklyn Queens Expressway,EB
18288976,24392,Queens,2016,5,21,16,30,242,146440,POINT (1018534.8180340446 220480.77240241738),94 STREET,Grand Central Pkwy Wb En 94 St,Grand Central Parkway,SB
24462437,28844,Staten Island,2019,1,19,11,15,75,11273,POINT (950731.118004894 159148.49337206467),MANOR ROAD,Lincoln Street,Croak Avenue,WB
2487988,7857,Queens,2011,4,5,1,45,17,156596,POINT (1023975.5 183550.5),LINDEN BLVD MAIN RDWY,79 ST,78 ST (SAPPHIRE ST),WB
17877020,24706,Brooklyn,2016,10,24,9,45,15,128363,POINT (1007615.4869665805 171216.4246409637),EAST 79 STREET,Alley,Glenwood Road,SB
4387874,10520,Brooklyn,2012,10,4,21,0,9,164041,POINT (996410.7 197740.4),S 4 ST,RODNEY ST,BQE,WB
2400893,7811,Brooklyn,2011,4,8,13,0,240,191274,POINT (1023793.1 183461),LINDEN BLVD MAIN RDWY,AMBER ST,78 ST (SAPPHIRE ST),EB
27149921,10473,Queens,2012,6,19,5,15,153,140042,POINT (1000577.9 212847.9),QUEENSBORO BR,QN PLZ,QUEENS PLAZA,EB
16238143,22559,Brooklyn,2016,3,3,14,30,171,9006282,POINT (1016361.4429863967 169628.0501976529),SHORE PARKWAY,Dead End,Dead end,WB
24779391,30153,Bronx,2019,4,2,5,15,14,88877,POINT (1020730.3574720748 268185.90006251127),VAN CORTLANDT PARK EAST,Dead End,Dead end,NB
19483868,25941,Brooklyn,2016,9,14,22,45,169,21960,POINT (983612.7340594102 187673.3045116784),HICKS STREET,Bqe Eb Entrance Hamilton Ave Nb,Summit Street,NB
8299843,15722,Brooklyn,2013,9,21,6,0,19,163723,POINT (994685.3 183565.4),WASHINGTON AV,PRESIDENT ST,EASTERN PKWY,NB
24202240,28834,Queens,2019,1,21,15,15,61,60470,POINT (1043234.3233384711 191159.28870643838),GUY R BREWER BOULEVARD,Claude Avenue,Mathias Avenue,NB
21849615,26515,Bronx,2017,10,1,17,30,47,147032,POINT (1021792.1982478597 260241.65737185912),WHITE PLAINS ROAD,East 215 Street,East 216 Street,NB
15889392,21151,Manhattan,2016,1,14,13,30,275,159212,POINT (985614.8 203444),E HOUSTON ST,MULBERRY ST,LAFAYETTE ST,WB
6357497,12038,Brooklyn,2013,2,4,12,45,100,27017,POINT (994323.8 166956.3),AV J,E 12 ST,E 13 ST,WB
7351318,14433,Queens,2012,10,26,19,45,65,64564,POINT (1052558.3 192234),LINDEN BLVD,198 ST,199 ST,EB
4487616,10525,Bronx,2012,10,18,0,45,0,73424,POINT (1009268.4 262553.5),JOHNSON AV,W 236 ST,OXFORD AV,NB
26098245,31033,Brooklyn,2019,9,29,8,15,24,21327,POINT (987705.3360362829 172950.4074887325),39 STREET,12 Avenue,13 Avenue,EB
5854640,12285,Brooklyn,2010,7,12,6,15,154,151219,POINT (1004759.1 162711.1),UTICA AVE FLATBUSH AVE NB JUST NORTH OF AVE T,AV S,UTICA AV,NB
21572248,26510,Brooklyn,2017,10,28,11,45,60,19244,POINT (988563.0143881007 159933.76872466243),KINGS HIGHWAY,West 12 Street,West 11 Street,EB
7979018,15972,Manhattan,2013,11,7,2,15,127,37652,POINT (996925.4 222901.5),3 AV,E 85 ST,E 86 ST,NB
9031332,15774,Bronx,2013,10,19,8,0,44,188245,POINT (1013606.1 253414.8),E KINGSBRIDGE RD,E FORDHAM RD,ELM PL,SB
159320,1251,Queens,2011,6,20,21,30,33,130062,POINT (1011921.2 205634.9),65 PL,53 DR,53 AV,NB
10499351,17954,Queens,2014,6,2,4,15,14,91391,POINT (1033261.3 214075.5),KISSENA BOULEVARD,BEECH AVENUE,CHERRY AVENUE,SB
8943729,16627,Manhattan,2014,2,28,7,45,170,34309,POINT (986957.8 220510.8),WEST END AV,W 59 ST/11 AV,W 60 ST,SB
12650583,18079,Bronx,2014,10,27,5,0,8,95624,POINT (1030961.1398879152 264028.83486400824),DYRE AVENUE,Lustre Street,Dead end,NB
1200871,2713,Bronx,2010,4,6,4,0,6,81409,POINT (1019985.3 267341),N/B VAN CORTLANDT PK E @ ST. MARK'S PL,E 239 ST,E 240 ST,NB
15517126,21113,Bronx,2015,11,3,18,0,208,85912,POINT (1020508.6614096143 250084.4954657133),BRONX PARK EAST,Brady Avenue,Maran Place,SB
13744442,20715,Queens,2015,6,21,8,45,11,67835,POINT (1006405.749531204 211046.7177716422),44 STREET,Skillman Avenue,43 Avenue,SB
8743711,15771,Bronx,2013,12,6,18,0,184,87878,POINT (1022204.8 258534.7),E GUN HILL RD,CAPUCHIN WY,BARNES AV,EB
25498200,31031,Queens,2019,8,22,21,0,42,113012,POINT (1008638.6062656924 204971.45123863264),58 STREET,Borden Avenue,Dead end,NB
22238561,27090,Bronx,2017,11,18,17,0,37,69574,POINT (1003814.5584372061 233662.2678622041),LINCOLN AVENUE,3 Avenue Bridge,East 134 Street,NB
4487866,10525,Bronx,2012,10,20,15,15,12,73424,POINT (1009268.4 262553.5),JOHNSON AV,W 236 ST,OXFORD AV,NB
1197568,2711,Bronx,2010,12,19,5,15,12,87086,POINT (1028065.7 245569.4),W/B E TREMONT AVE @ WESTCHESTER AVE,WESTCHESTER AV,BLONDELL AV,WB
23310474,29371,Bronx,2018,11,1,14,15,96,85803,POINT (1020600.2245575375 243874.80745683482),CROSS BRONX EXPRESSWAY SR NORTH,Commonwealth Avenue,St Lawrence Avenue,WB
12204513,18613,Bronx,2014,11,12,17,0,178,137132,POINT (1013995.7 237397),BRUCKNER BLVD,BARRETTO ST/BRE WB EN SHE/BRUCKNER EXWY WB EN SHE*,BRUCKNER EXPRESSWAY,WB
13854024,21032,Queens,2015,7,20,12,30,74,73570,POINT (1010295.3805951308 200095.36961673963),60 STREET,60 Avenue,60 Road,SB
3858632,8676,Brooklyn,2012,6,16,8,45,56,187772,POINT (992562.9 185159.3),GRAND ARMY PLZ,VANDERBILT AV,VANDERBILT AVENUE,EB
6977651,14743,Brooklyn,2013,6,20,12,15,113,44206,POINT (1001001 198765.3),GRAND ST,BUSHWICK AV,OLIVE ST,WB
16760800,21918,Bronx,2016,2,23,6,45,40,77350,POINT (1012134.9880245698 238367.2657530313),WESTCHESTER AVENUE,Hewitt Place,East 162 Street,EB
17301072,24046,Queens,2016,7,21,6,15,49,67611,POINT (1004517.4494399747 211030.84607529186),43 AVENUE,37 Street,38 Street,EB
2272930,7589,Manhattan,2009,10,16,19,0,0,111188,POINT (991047.6 221961.5),WEST DR ENTRANCE FROM W 72 ST,CPW 72 APPR,CPW 72 APPROACH,EB
14964621,20991,Manhattan,2015,10,25,6,15,43,36517,POINT (995598.7752413469 216022.70822390672),YORK AVENUE,Astoria Line,East 61 Street,NB
5386114,11582,Queens,2012,10,19,8,15,341,155773,POINT (1027101.3 190403.5),ATLANTIC AV,97 ST,98 ST,WB
13180653,20341,Queens,2015,5,2,20,15,261,156559,POINT (1055297.4378737826 172959.74283978902),ROCKAWAY BOULEVARD,Dead End,Brookville Boulevard,EB
6666975,14295,Brooklyn,2013,5,1,1,15,8,29404,POINT (995361.1 181624),FRANKLIN AV,SULLIVAN PL,MONTGOMERY ST,SB
6043178,12447,Queens,2011,2,13,7,15,18,54628,POINT (1030347.1 186677.7),CNTERVILLE ST APPROACH TO ROCKAWAY BLVD,106 ST,ROCKAWAY BLVD,SB
2390016,7805,Brooklyn,2011,4,12,10,45,366,141368,POINT (1013815.6 189256.4),JACKIE ROBINSON PKWY,VERMONT PL,MILLER AV,WB
2453127,7843,Queens,2011,6,3,13,15,731,137934,POINT (1063110.6 216167.7),GRAND CENTRAL PKWY,264 ST,HEWLETT ST,EB
16866604,22539,Queens,2016,6,11,17,0,563,65785,POINT (1060089.652749433 190459.17874554076),CROSS ISLAND PKWY ET 25 A SB,Cross Island Parkway,Dead end,SB
25389400,30636,Brooklyn,2019,6,17,20,15,38,127084,POINT (980879.4862452227 166130.97688018557),11 AVENUE,Alley,76 Street,NB
4555266,10525,Queens,2012,10,12,23,0,104,150341,POINT (1046313.1 189993.9),MERRICK BLVD,116 AV,FOCH BLVD,SB
12535275,17997,Manhattan,2014,10,5,0,0,40,34408,POINT (988751.7936768262 223751.12576352683),WEST END AVENUE,West 73 Street,West 74 Street,NB
27067560,32407,Bronx,2020,10,25,5,45,27,87459,POINT (1020282.0339619258 251217.82139371953),BOSTON ROAD,Bronx Park East,Bronx River Parkway Et 7 E Nb,NB
15223828,21219,Queens,2015,11,13,17,45,164,182686,POINT (1066812.0548480437 213668.8964839631),HEWLETT STREET,Dead End,Union Turnpike,NB
26346533,31033,Brooklyn,2019,9,26,6,15,134,19566,POINT (982288.375193182 168559.3780478381),65 STREET,10 Avenue,11 Avenue,EB
2136587,7467,Bronx,2010,6,8,15,30,248,146575,POINT (1032944.6 262743.4),S/B EASTCHESTER BRIDGE @ NOELL AVE,BOSTON RD,BOSTON RD,SB
5167601,11816,Brooklyn,2010,6,23,0,45,48,17724,POINT (978253.8 171638.1),4TH AVE APPROACHING 65TH ST,3 AVENUE,65 ST,NB
14895964,22171,Staten Island,2015,11,20,21,15,128,110323,POINT (940767.9572067038 144482.25561617978),ARTHUR KILL ROAD,Dead end,Giffords Lane,EB
10218028,16687,Bronx,2014,6,26,9,45,627,140178,POINT (1017915.2 269276.9),MAJOR DEEGAN EXWY,DEAD END,CONNECTOR,SB
25136244,30197,Manhattan,2019,6,20,21,45,12,37465,POINT (994356.5232451803 222000.08653601454),EAST 78 STREET,5 Avenue,Madison Avenue,EB
2685573,8281,Queens,2012,4,30,1,15,2,60094,POINT (1040659.8 195810.8),GUY R BREWER BLVD,ARCHER AV,JAMAICA AV,NB
2870007,9186,Queens,2012,1,31,12,45,152,76617,POINT (1018198.1 214873.4),NORTHERN BOULEVARD,90 STREET,91 STREET,EB
21528098,26599,Manhattan,2017,10,5,14,15,291,36579,POINT (995988.3347792731 219746.1716064328),2 AVENUE,East 73 Street,East 74 Street,SB
1861746,3480,Manhattan,2008,8,17,2,15,91,36183,POINT (992420.2 218975.4),S/B 5 AVENUE @ EAST 65 ST - EAST 64 ST,E 64 ST,E 65 ST/65 ST TRANSVERSE,SB
25170391,28006,Queens,2018,6,8,9,15,99,177615,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,Flushing Line,Flushing Line,WB
21836486,26510,Brooklyn,2017,10,27,23,15,36,19259,POINT (989721.1765675397 150355.82971933778),NEPTUNE AVENUE,West 12 Street,West End/sea Beach Line,WB
6126161,12531,Brooklyn,2009,10,19,7,0,17,25015,POINT (990756.1 154857.4),WEST 6th ST N.OF 86th ST,86 ST,AV W,SB
26550162,31075,Staten Island,2019,10,19,8,30,97,12832,POINT (954152.3505039416 163266.33357409385),VICTORY BOULEVARD,Renwick Avenue,Cypress Avenue,EB
7406184,15296,Manhattan,2013,6,11,20,45,42,173645,POINT (999911.1 242927.6),W 157 ST,AMSTERDAM AV,BROADWAY,WB
23049722,28471,Manhattan,2018,6,12,17,30,2,36931,POINT (998692.6275297225 219915.8085719752),EAST 79 STREET,East End Avenue,F D R Drive,WB
19507959,25937,Brooklyn,2016,9,22,2,0,23,24178,POINT (987214.3434040261 190084.70923543305),SMITH STREET,Culver/ 6 Avenue Line,Atlantic Avenue,NB
13047210,19613,Brooklyn,2015,3,13,4,0,13,17078,POINT (976337.6780858076 166045.40686783008),4 AVENUE,4 Avenue Line,4 Avenue Line,NB
25342819,30525,Brooklyn,2019,6,10,15,0,84,24386,POINT (988634.2184994098 190308.69480537492),LIVINGSTON STREET,Elm Place,Bond Street,WB
6799330,14569,Manhattan,2013,6,8,3,45,283,134999,POINT (993180.8 216144.4),3 AV,E 56 ST,E 57 ST,NB
8143213,15590,Manhattan,2013,10,11,10,30,210,36517,POINT (995598.2 216021.7),YORK AV,E 60 STREET PEDESTRIAN OPAS,E 61 ST,SB
17470575,23607,Bronx,2016,6,18,20,15,114,86000,POINT (1021765.7901784745 245691.31505400568),WHITE PLAINS ROAD,Guerlain Street,East Tremont Avenue,NB
17786671,24531,Bronx,2016,9,27,1,30,1,87065,POINT (1027340.1328717167 245965.53656130718),FRISBY AVENUE,Benson Street,East Tremont Avenue,NB
8374483,15771,Bronx,2013,10,24,21,45,63,94517,POINT (1032333.1 241974.7),E TREMONT AV,SOMMER PL,BARKLEY AV,SB
8157917,15499,Manhattan,2013,9,7,16,15,283,72887,POINT (1007790.4 253617.2),UNIVERSITY HEIGHTS BRG,UNIVERSITY HEIGHTS BRIDGE APPR,UNIVERSITY HEIGHTS BR,WB
21946291,26634,Brooklyn,2017,10,28,20,0,104,44131,POINT (1000144.166742761 194742.42722806134),BROADWAY,Jamaica Line,Graham Avenue,EB
25798510,31368,Bronx,2019,11,16,2,30,20,71967,POINT (1007888.2234053437 242939.09262166495),EAST 167 STREET,Grant Avenue,Morris Avenue,WB
17838841,24511,Manhattan,2016,9,28,12,0,97,138076,POINT (983577.107961178 199634.299272001),CENTRE STREET,Hamill Place,Nassau Street Line,NB
20912543,26966,Manhattan,2017,10,27,7,45,147,262604,POINT (986486.3123969944 202991.6812082019),EAST HOUSTON STREET,6 Avenue Line,Dead end,EB
6862753,14597,Queens,2013,6,8,0,15,77,134318,POINT (1018682.8 207277),QUEENS BLVD,55 AV,CONNECTOR,WB
21478875,26512,Brooklyn,2017,9,28,20,30,92,46514,POINT (1012497.4016407455 172992.58739097475),ROCKAWAY PARKWAY,Avenue J,Avenue K,SB
1335365,2815,Brooklyn,2010,8,10,23,30,26,35266,POINT (997732.8 203332.3),N/B MANHATTAN AVE @ NORMAN AVE,NORMAN AV,BEDFORD AV,NB
1819308,3420,Brooklyn,2009,6,11,13,15,80,20678,POINT (981513.7 170698),N/B 8 AVE  @ 60 ST,61 ST,60 ST,NB
23105494,28337,Bronx,2018,6,8,7,45,654,154869,POINT (1033775.2343489627 255955.08776761303),HUTCHINSON RIVER PARKWAY BRIDGE,Dead End,Hutchinson River Parkway,SB
19578812,25982,Brooklyn,2016,9,30,15,30,181,30519,POINT (994747.8560510122 193418.07295240625),BROOKLYN QUEENS EXPWY ET 30 EB,Dead End,Classon Avenue,NB
